第 四 篇 為 政	THIÊN THỨ 4 : VI CHÁNH
魏 志 云 : 非 獨 臣 有 不 盡 忠 亦 主 有 不 能 使 也 百 里 奚 愚 於 虞 而 智 於 秦 豫 讓 茍 容 中 行 而 著 節 智 伯 斯 則 古 人 之 明 驗 矣 。	Sách Nguỵ Chí viết : Không chỉ có việc bề tôi không tận trung, lại có việc vua không giỏi dùng người. Bách-Lý-Hề giả khờ lúc ở nước Ngu mà về nước Tần thì khôn ngoan, Dự-Nhượng lúc phò tá Trung-Hành chỉ để dung thân còn khi phò tá Trí-Bá thì thể hiện hết khí tiết của mình. Từ việc đó thì nghiệm rõ chuyện của người xưa vậy.
淮 南 子 云 : 聖 主 者 舉 賢 以 立 功 不 肖 主 舉 其 所 與 同	Sách Hoài Nam Tử viết : Vua thánh tiến cử người hiền để tạo nên sự nghiệp lớn lao. Vua ngu tiến cử người vì cùng đồng sở thích với mình.
傅 子 云 : 明 主 任 人 之 道 專 致 人 之 道 博 任 人 道 專 故 邪 不 得 間 致 人 之 道 博 故 下 無 所 壅 任 人 之 道 不 專 則 讒 說 起 而 異 心 生 致 人 之 道 不 博 則 殊 塗 塞 而 良 材 屈 。	Sách Phó Tử viết : Vua sáng dùng người theo lối chuyên nhất, mở rộng đường cho người tìm đến. Dùng người theo lối chuyên nhất thì kẻ gian tà không gây chia rẽ. Mở rộng đường cho người tìm đến thì việc tuyển chọn không bị bế tắc. Dùng người theo lối không chuyên thì lời gièm pha khởi lên và dị-tâm sinh. Không mở rộng đường cho người tìm đến thì mọi lối bịt kín hết và người tài đi ở ẩn.
魏 志 云 : 選 舉 莫 取 有 名 名 如 畫 地 作 餅 不 可 啖 。	Sách Nguỵ Chí viết : Việc tuyển cử người không thể chỉ chọn lấy trên danh tiếng, danh tiếng như miếng bánh vẽ trên đất không thể ăn được.
傅 子 云 : 故 搆 大 廈 者 先 擇 匠 然 後 簡 材 治 國 家 者 先 擇 佐 然 後 定 民 。	Sách Phó Tử viết : Nên người xây cất nhà lớn, trước tuyển thợ rồi sau chọn nguyên liệu.
後 漢 書 云 : 柔 遠 和 邇 莫 大 寧 民 寧 民 之 務 莫 重 用 賢 用 賢 之 道 必 存 考 黜 。	Người lo việc trị nước, trước chọn người phò tá rồi sau mới an định dân chúng. Sách Hậu Hán Thư viết : Nhu nhuyến với người xa, hoà hợp với kẻ gần chẳng gì lớn bằng việc làm an ổn dân. Lo việc an ổn dân chẳng gì nặng bằng trọng dụng người hiền. Đạo lý trọng dụng người hiền ắt lập ra quy định khảo thí và phế truất.
漢 書 云 : 治 亂 榮 辱 之 端 在 所 信 任 所 信 任 既 賢 在 於 堅 固 而 不 移 。	Sách Hán Thư viết : Đầu mối của an trị, loạn lạc, vinh quang hay nhục nhã là tại việc tín nhiệm người. Người được tín nhiệm đã hiền thì nên kiến cố tin tưởng họ mà không thay đổi.
淮 南 子 云 : 耳 不 知 清 濁 之 分 者 不 可 令 調 音 心 不 知 治 亂 之 源 者 不 可 令 制 法 度 。	Sách Hoài Nam Tử viết : Người mà tai không biết phân biệt âm thanh đục trong, thì không thể ra lệnh cho họ điều chỉnh âm thanh. Người mà lòng không biết căn nguyên của an trị hay loạn lạc, thì không thể ra lệnh cho họ chế ra pháp-độ.
淮 南 子 云 : 是 故 有 大 略 者 不 可 責 以 捷 巧 有 小 智 者 不 可 任 以 大 功 。	Sách Hoài Nam Tử viết : Cho nên người có mưu lược lớn, thì không thể yêu cầu họ phải nhanh khéo. Người có trí khôn nhỏ, thì không thể giao cho những công việc lớn lao.
呂 氏 春 秋 云 : 先 聖 王 之 治 天 下 也 必 先 公 公 則 天 下 平 。	Sách Lã Thị Xuân Thu viết : Trước kia bậc tiên-vương trị thiên-hạ ắt trước dùng công bằng, công bằng thì thiên-hạ yên bình.
尸 子 云 : 見 人 有 善 如 己 有 善 見 人 有 過 如 己 有 過 天 無 私 於 物 地 無 私 於 物 襲 此 行 者 謂 之 天 子 。	Sách Thi Tử viết : Thấy người có việc tốt thì như mình có việc tốt đó, thấy người có việc xấu thì như mình có việc xấu đó.
申 鑒 云 : 先 王 之 政 一 曰 承 天 二 曰 正 身 三 曰 任 賢 四 曰 恤 民 五 曰 明 制 六 曰 立 業 承 天 惟 允 正 身 惟 恒 任 賢 為 固 恤 民 惟 勤 明 制 惟 典 立 業 惟 敦 是 謂 政 體 。	Trời không riêng tư cho ai, đất không riêng tư cho ai, người bắt chước những hành động đó thì gọi là thiên-tử. Sách Thân Giám viết : Nền chính trị của bậc tiên-vương. Thứ nhất là vâng theo mệnh trời, thứ hai làm chánh bản thân, thứ ba trọng dụng người hiền, thứ tư cứu giúp dân, thứ năm luật pháp rõ ràng, thứ sáu gây dựng cơ nghiệp. Thuận theo mệnh trời khi trời cho phép, làm chánh bản thân ấy là không ngừng nghĩ, trọng dụng người hiền thì kiên định, cứu giúp dân ấy là cần cù, luật pháp rõ ràng ấy là theo đạo thường, gây dựng cơ nghiệp ấy là đôn-hậu. Đó gọi là thể chế chính trị (của bậc tiên-vương).
陰 謀 云 : 武 王 問 太 公 曰 吾 欲 以 一 言 與 身 相 終 再 言 與 天 地 相 永 三 言 為 諸 侯 雄 四 言 為 海 內 宗 五 言 傳 之 天 下 無 窮 可 得 聞 乎 太 公 曰 一 言 以 身 相 終 者 內 寬 而 外 仁 也 再 言 與 天 地 相 永 者 是 言 行 相 副 若 天 地 無 私 也 三 言 為 諸 侯 雄 者 是 敬 賢 用 諫 謙 下 於 士 也 四 言 為 海 內 宗 者 敬 接 不 肖 無 貧 富 無 貴 賤 無 善 惡 無 憎 愛 也 五 言 傳 之 天 下 無 窮 者 通 於 否 泰 順 時 容 養 也 。	Sách Âm Mưu viết : Vua Võ-Vương hỏi Thái-Công rằng : Ta muốn lấy một câu để theo đến suốt đời, lại lấy một câu để cùng trường tồn cùng trời đất, câu thứ ba khiến ta tài giỏi trong các nước chư-hầu, câu thứ tư khiến ta là chủ trong bốn biển, câu thứ năm khiến con cháu ta nối truyền trong thiên-hạ nhiều đời không cùng, có thể được nghe chăng ?. Thái Công đáp : thưa một câu để theo đến suốt đời, là bên trong độ lượng mà bề ngoài nhân từ. Lại một câu để cùng trường tồn cùng trời đất, đó là nói và làm tương xứng, giống như trời đất không có lòng riêng tư vậy. Câu thứ ba khiến ngài tài giỏi trong các nước chư-hầu đó là cung kính người hiền, trọng dụng gián quan, khiêm-hạ đối với kẻ sĩ. Câu thứ tư khiến ngài là chủ trong bốn biển cung kính tiếp đãi kẻ hư đốn không kể giàu nghèo, không phân sang hèn, không chia xấu tốt, không bàn yêu ghét. Câu thứ năm khiến con cháu nối truyền trong thiên-hạ nhiều đời không cùng, là thông suốt việc bế tắc hay hanh thông, thuận theo thời thế, bao dung người thiên-hạ, nuôi dưỡng vạn vật.
禮 記 云 : 禮 節 民 心 樂 和 民 聲 政 以 行 之 刑 以 防 之 禮 樂 刑 政 四 達 而 不 悖 則 王 道 備 矣 。	Sách Lễ Ký viết : Lễ dùng để tiết chế lòng người, nhạc dùng để hoà hợp tiếng người, chính trị dùng để thi hành giáo hoá, hình phạt dùng để phòng phạm. Bốn phương diện lễ, nhạc, chính trị, hình phạt đạt được mà không trái nhau thì sự nghiệp vương-đạo hoàn bị vậy.
左 傳 云 : 禮 以 行 義 信 以 守 禮 刑 以 正 邪 舍 此 三 者 君 將 若 之 何 。	Sách Tả Truyện viết : Lễ để thi hành nghĩa, tín để giữ gìn lễ, hình phạt để phân chánh tà. Bỏ ba việc đó vua sẽ làm ra sao ?.
呂 氏 春 秋 云 : 曾 子 曰 先 王 之 所 以 治 天 下 者 五 貴 貴 貴 德 貴 老 敬 長 慈 幼 。	Sách Lã Thị Xuân Thu viết : Thầy Tăng-Tử nói : Bậc tiên-vương sở dĩ trị được thiên-hạ có 5 điều. Quý người địa vị cao, quý người có đức hạnh, quý người già cả, kính trọng bậc lớn, yêu thương trẻ nhỏ.
後 漢 書 云 : 蓋 善 治 者 視 俗 而 施 教 察 失 而 立 防 威 德 更 興 文 武 迭 用 然 後 政 調 於 時 而 躁 人 可 定 。	Sách Hậu Hán Thư viết : Người giỏi cai trị thì coi phong tục mà thi hành việc giáo hoá, xem xét sai lầm mà lập tức phòng ngừa, uy-đức (hình phạt và ân huệ) càng hưng lên, văn võ thay nhau sử dụng thì sau nền chính trị điều tiết theo thời, và những kẻ nóng nảy có thể an định.
周 易 云 : 天 地 之 大 德 曰 生 聖 人 之 大 寶 曰 位 何 以 守 位 曰 仁 何 以 聚 人 曰 財 理 財 正 辭 禁 民 為 非 曰 義 。	Sách Chu Dịch viết : Đức lớn của trời đất là sinh sản, bảo vật lớn của thánh-nhân là địa vị. Thế nào là được địa vị ? là đức Nhân. Thế nào là tụ người lại ? là tiền của. Thông đạo lý giữ tài vật, làm chánh ngôn từ, cấm dân làm việc sai trái gọi là nghĩa.
六 韜 云 : 文 王 問 師 尚 父 曰 王 人 者 何 上 何 下 何 取 何 去 何 禁 何 止 尚 父 曰 上 賢 下 不 肖 取 誠 信 去 詐 偽 禁 暴 亂 止 奢 侈 。	Sách Lục Thao viết : Vua Văn-Vương hỏi thầy thượng-phụ (Chu-Công) rằng : Người làm vua nên tôn gì ?, nên hạ gì ?, nên lấy gì ?, nên bỏ gì ?, nên cấm gì ?, nên dừng gì ?.
漢 書 云 : 詩 曰 窈 窕 淑 女 君 子 好 仇 言 能 致 其 貞 淑 不 貳 其 操 情 欲 之 感 無 介 乎 容 儀 宴 私 之 意 不 形 乎 動 靜 夫 然 後 可 以 配 至 尊 而 為 宗 廟 主 此 綱 紀 之 首 王 教 之 端 也 。	Thượng-Phụ đáp : thưa nên tôn người hiền, hạ kẻ hư hỏng, lấy thành-tín, bỏ dối trá, cấm bạo loạn, dừng xa xỉ. Sách Hán Thư viết : Kinh Thi viết : “Yểu điệu thục nữ, quân-tử hảo cừu”. Lời nói hướng đến sự trong trắng dịu dàng, không có hành vi phóng túng, cảm giác ham muốn không ra ngoài phạm vi lễ giáo, ý tứ thắm thiết không biểu hiện ra hành động, như thế sau mới là người nữ phối ngẫu chí-tôn và làm chủ thờ cúng tông miếu. Đó là sự bắt đầu của kỷ cương, là điều kiện của sự nghiệp vương-giáo vậy.
魏 志 云 : 易 稱 男 正 位 於 外 女 正 位 於 內 男 女 正 天 地 之 大 義 也 。	Sách Nguỵ Chí viết : Kinh Dịch viết : Người nam đúng vị trí là lo việc ngoài xã hội, người nữ đúng vị trí lo việc trong gia đình, nam nữ đúng vị trí, đó là nghĩa lớn của trời đất vậy.
申 鑒 云 : 君 子 以 情 用 小 人 以 刑 用 榮 辱 者 賞 罰 之 精 華 也 故 禮 教 榮 辱 以 加 君 子 治 其 情 也 桎 梏 鞭 朴 以 加 小 人 治 其 刑 也 君 子 不 犯 辱 況 於 刑 乎 小 人 不 忌 刑 況 於 辱 乎 若 夫 中 人 之 倫 則 刑 禮 兼 焉 教 化 之 廢 推 中 人 而 墮 於 小 人 之 域 教 化 之 行 引 中 人 而 納 於 君 子 之 塗 是 謂 彰 化 。	Sách Thân Giám viết : Người quân-tử dùng nhân-tình, kẻ tiểu-nhân dùng hình phạt. Vinh nhục là tinh-hoa của thưởng phạt. Nên lễ-giáo, vinh-nhục là để tăng thêm cho người quân tử cách cai trị đạt nhân-tình. Gông cùm, đánh roi là để tăng thêm cho kẻ tiểu-nhân cách cai trị theo hình phạt. Người quân-tử đến nhục còn không mắc phải huống chi là hình phạt ư ?, kẻ tiểu-nhân đến hình phạt còn không sợ huống hồ là nhục ư ?, như người bậc trung thì cần cả hình phạt và lễ vậy. Việc giáo-hoá phế bỏ thì đẩy người bậc trung đoạ lạc thành kẻ tiểu-nhân, còn việc giáo-hoá được thi hành thì dẫn người bậc trung vào con đường của người quân-tử. Đó gọi sự nghiệp giáo hoá rực rỡ.
管 子 云 : 得 人 之 道 莫 如 利 之 利 之 道 莫 如 教 之 。	Sách Quản Tử viết : Đạo để được lòng người chẳng gì bằng ban lợi ích, đạo để người được lợi chẳng gì bằng giáo dục họ.
禮 記 云 : 君 子 之 教 也 外 則 教 之 以 尊 其 君 長 內 則 教 之 以 孝 於 其 親 是 故 君 子 之 事 君 也 必 身 行 之 所 不 安 於 上 則 不 以 使 下 所 惡 於 下 則 不 以 事 上 非 諸 人 行 諸 己 非 教 之 道 也 是 故 君 子 之 教 也 必 由 其 本 順 之 至 也 祭 其 是 與 故 曰 祭 者 教 之 本 也 已 祭 而 不 敬 何 以 為 也 。	Sách Lễ Ký viết : Người quân-tử dạy học, ngoài thì dạy tôn kính bậc quân-trưởng, trong thì dạy hiếu thảo cha mẹ. Cho nên người quân-tử phụng sự vua ắt phải lấy thân làm trước, việc bất-an của trên không lấy để sai khiến dưới, việc xấu ở dưới thì không lấy để phụng sự trên. Chê bai mọi người, mình lại làm, không phải đạo lý của giáo học.
漢 書 云 : 古 之 王 者 莫 不 以 教 化 為 大 務 立 大 學 以 教 於 國 設 庠 序 以 化 於 邑 漸 民 以 仁 摩 民 以 義 節 民 以 禮 故 其 刑 罰 甚 輕 而 禁 不 犯 者 教 化 行 而 習 俗 美 也 。	Thế nên việc dạy học của người quân-tử ắt do từ gốc thuận tình lý theo đến, việc cúng tế cũng như thế, nên việc cúng tế là căn bản của giáo học. Đã cúng tế mà không thành kính, thì hà cớ gì làm thế ?. Sách Hán Thư viết : Vua chúa thời xưa chẳng ai là không lấy việc giáo-hoá làm trọng. Lập trường đại-học để dạy cho người trong nước, mở ra trường Tường, trường Tự để giáo hoá các quận huyện, lấy nhân từ để chuyển đổi dân, lấy đạo nghĩa để mài dũa dân, lấy lễ giáo để tiết chế dân. Nên việc phạt tội rất nhẹ mà không ai vi phạm lệnh cấm, việc giáo-hoá được thi hành và tập tục trở nên tốt đẹp vậy.
袁 子 正 書 云 : 本 行 而 不 本 名 責 義 而 不 責 功 行 莫 大 於 孝 敬 義 莫 大 於 忠 信 則 天 下 之 人 知 所 以 措 身 矣 此 教 之 大 略 也 。	Sách Viên Tử Chính Thư viết : Căn cứ vào việc làm mà không căn cứ vào danh tiếng. Yêu cầu đạo nghĩa mà không yêu cầu công lao. Việc làm không gì lớn bằng hiếu-kính, đạo nghĩa không gì lớn bằng trung-tín, như thế thì người thiên-hạ biết lo liệu cho bản thân. Đó là sách-lược lớn của việc giáo học vậy.
禮 記 云 : 聖 王 修 義 之 柄 禮 之 序 以 治 人 情 故 人 情 者 聖 王 之 田 也 修 禮 以 耕 之 陳 義 以 種 之 講 學 以 耨 之 本 仁 以 聚 之 播 樂 以 安 之 故 治 國 不 以 禮 猶 無 耜 而 耕 也 為 禮 不 本 於 義 猶 耕 而 不 種 也 為 義 而 不 講 以 學 猶 種 而 不 耨 也 講 之 以 學 而 不 合 以 仁 猶 耨 而 不 穫 也 合 之 以 仁 而 不 安 以 樂 猶 穫 而 不 食 也 安 之 以 樂 而 不 達 於 順 猶 食 而 不 肥 也 。	Sách Lễ Ký viết : Bậc thánh-vương tu nghĩa làm gốc, tu lễ theo trật tự, để trị lòng người. Nên lòng người là ruộng của bậc thánh-vương. Tu lễ thì như cày ruộng, nêu nghĩa như gieo hạt, giảng học như nhổ cỏ dại, căn cứ vào đức nhân để thu hoạch, truyền nhạc để an định.
漢 書 云 : 春 秋 入 學 坐 國 老 執 醬 而 親 餽 之 所 以 明 有 孝 也 行 以 鸞 和 步 中 采 齊 趍 中 肆 夏 所 以 明 有 度 也 其 於 禽 獸 見 其 生 不 食 其 死 聞 其 聲 不 食 其 肉 故 遠 庖 廚 所 以 長 恩 且 明 有 仁 也 。	Nên việc trị nước không dùng lễ thì như không có lưỡi cày để cày ruộng, làm ra lễ mà không lấy nghĩa làm gốc thì như cày ruộng mà không gieo hạt, đặt ra nghĩa mà không giảng nói để học tập theo thì như gieo hạt mà không nhổ cỏ dại, đã giảng nói để học tập theo mà không hợp với đức nhân thì như nhổ cỏ dại mà không thu hoạch, đã hợp với đức nhân mà không dùng nhạc để an định thì như thu hoạch mà không ăn, đã dùng nhạc để an định mà không đạt kết quả thì như ăn mà không béo vậy. Sách Hán Thư viết : Mùa xuân, mua thu (thái-tử) nhập học, thỉnh bậc quốc-lão ngồi, đích thân dâng các món ăn để nêu rõ hiếu đạo. Đi xe lấy chuông loan-hoà, đi bộ đúng theo điệu Thái-Tề, đi nhanh đúng theo điệu Tứ-Hạ để nêu rõ phép tắc. Đối với cầm thú thấy còn sống không ăn, lúc chết nghe tiếng kiêu không ăn đến thịt. Nên việc lánh xa nhà bếp là để nuôi dưỡng ơn huệ và làm rõ đức nhân từ vậy.
